"","chance_of_playing_next_round","chance_of_playing_this_round","code","cost_change_event","cost_change_event_fall","cost_change_start","cost_change_start_fall","dreamteam_count","element_type","ep_next","ep_this","event_points","first_name","form","id","in_dreamteam","news","news_added","now_cost","photo","points_per_game","second_name","selected_by_percent","special","squad_number","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type","corners_and_indirect_freekicks_order","corners_and_indirect_freekicks_text","direct_freekicks_order","direct_freekicks_text","penalties_order","penalties_text","playername"
"303",NA,NA,463912,0,0,0,0,0,1,"-0.5","0.5",0,"Elia","0.0",532,FALSE,"",NA,40,"463912.jpg","0.0","Caprile","0.3",FALSE,NA,"a",10,2,0,30338,407,13368,599,"0.0","0.0","Caprile",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",483,48,465,25,434,21,487,48,NA,"",NA,"",NA,"","Elia Caprile"
"304",0,0,480216,-1,1,-2,2,0,3,"0.0","0.0",0,"Mateusz","0.0",533,FALSE,"Joined UD Logrones on loan until the end of the season on 5/10. - Expected back 01 Jul","2020-10-05T23:00:19.642720Z",43,"480216.jpg","0.0","Bogusz","0.0",FALSE,NA,"n",10,2,0,2636,27,2639,16,"0.0","0.0","Bogusz",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",515,198,499,199,476,190,519,198,NA,"",NA,"",NA,"","Mateusz Bogusz"
"305",0,0,149915,0,0,-1,1,0,2,"0.0","0.0",0,"Diego","0.0",549,FALSE,"Muscle injury - Unknown return date","2020-12-27T15:00:18.906548Z",44,"149915.jpg","0.0","Llorente","0.0",FALSE,NA,"i",10,2,0,3229,3,3410,58,"0.0","0.0","Llorente",81,0,0,0,3,0,0,0,1,0,0,0,11,"30.2","0.9","0.0","3.1",367,144,409,161,487,196,405,151,NA,"",NA,"",NA,"","Diego Llorente"
"306",100,100,219961,1,-1,0,0,1,3,"3.3","4.3",8,"Raphael","3.8",570,FALSE,"","2020-11-02T22:30:16.072346Z",55,"219961.jpg","3.5","Dias Belloli","1.8",FALSE,NA,"a",10,2,38,177110,21141,42485,5238,"0.7","6.9","Raphinha",743,2,2,4,14,0,0,0,2,0,0,1,137,"192.4","246.6","329.0","76.8",145,53,47,33,40,21,45,26,3,"",4,"",NA,"","Raphael Dias Belloli"
"307",NA,NA,492374,0,0,0,0,0,3,"-0.5","0.5",0,"Jack","0.0",599,FALSE,"",NA,45,"492374.jpg","0.0","Jenkins","0.0",FALSE,NA,"a",10,2,0,1263,48,746,64,"0.0","0.0","Jenkins",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",560,220,548,221,531,214,563,220,NA,"",NA,"",NA,"","Jack Jenkins"
"308",100,100,15157,0,0,-2,2,1,3,"1.3","1.3",2,"James","0.3",241,FALSE,"","2020-11-28T15:00:19.764918Z",53,"15157.jpg","2.4","Milner","0.1",FALSE,NA,"a",11,14,22,15855,84,25608,78,"0.1","4.2","Milner",329,0,2,3,1,0,0,0,1,0,0,2,95,"87.0","105.0","39.0","23.1",272,115,158,100,261,135,257,120,3,"",NA,"",1,"","James Milner"
"309",0,0,214285,0,0,-1,1,0,2,"0.0","0.0",0,"Konstantinos","0.0",242,FALSE,"Knee injury - Expected back 03 Feb","2020-12-10T01:30:18.194765Z",49,"214285.jpg","0.0","Tsimikas","0.0",FALSE,NA,"i",11,14,0,1667,8,4303,40,"0.0","0.0","Tsimikas",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",592,219,585,219,575,215,595,219,NA,"",NA,"",NA,"","Konstantinos Tsimikas"
"310",NA,NA,41733,0,0,-2,2,0,3,"4.7","4.7",1,"Georginio","3.7",243,FALSE,"",NA,53,"41733.jpg","2.7","Wijnaldum","1.7",FALSE,NA,"a",11,14,43,130790,2553,156283,5456,"0.7","8.1","Wijnaldum",1261,1,1,4,18,0,0,0,0,0,0,1,207,"173.0","179.1","117.0","47.0",162,63,76,53,134,73,121,65,NA,"",6,"",NA,"","Georginio Wijnaldum"
"311",100,100,56979,0,0,-1,1,0,3,"5.7","5.7",3,"Jordan","4.7",244,FALSE,"","2020-12-01T23:30:25.297874Z",54,"56979.jpg","3.1","Henderson","1.7",FALSE,NA,"a",11,14,40,113061,5332,191655,4800,"0.9","7.4","Henderson",1045,1,2,3,11,0,0,0,0,0,0,2,220,"237.6","192.0","84.0","51.4",98,35,71,50,180,97,100,55,4,"",3,"",NA,"","Jordan Henderson"
"312",NA,NA,60706,0,0,-2,2,0,1,"1.0","1.0",0,"Adrián","0.0",245,FALSE,"",NA,43,"60706.jpg","1.0","San Miguel del Castillo","0.4",FALSE,NA,"a",11,14,2,50468,178,52988,553,"0.0","0.5","Adrián",180,0,0,0,9,0,0,0,0,0,7,0,28,"42.2","0.0","0.0","4.2",341,24,475,30,449,26,396,24,NA,"",NA,"",NA,"","Adrián San Miguel del Castillo"
"313",0,75,60914,0,0,0,0,1,2,"0.0","4.7",0,"Joel","5.2",246,FALSE,"Muscle injury - Expected back 21 Jan","2020-12-27T18:30:27.567433Z",55,"60914.jpg","5.0","Matip","1.8",FALSE,NA,"i",11,14,40,264084,1633,174331,26683,"0.9","7.3","Matip",555,1,2,3,4,0,0,0,1,0,0,5,171,"162.2","39.8","84.0","28.6",176,70,259,71,182,42,221,68,NA,"",NA,"",NA,"","Joel Matip"
"314",100,100,68312,0,0,-1,1,0,3,"1.2","1.2",1,"Xherdan","0.2",247,FALSE,"","2020-11-22T21:30:16.585500Z",64,"68312.jpg","2.0","Shaqiri","0.1",FALSE,NA,"a",11,14,6,2361,67,5130,39,"0.0","0.9","Shaqiri",52,0,1,0,0,0,0,0,0,0,0,0,26,"22.4","16.6","2.0","4.1",380,164,326,167,390,181,397,176,5,"",5,"",NA,"","Xherdan Shaqiri"
"315",100,100,81880,0,0,-2,2,0,3,"1.8","1.8",0,"Alex","0.8",248,FALSE,"","2020-08-21T14:30:10.835560Z",63,"81880.jpg","2.5","Oxlade-Chamberlain","0.1",FALSE,NA,"a",11,14,5,3606,176,4118,260,"0.1","0.8","Chamberlain",22,0,1,0,0,0,0,0,0,0,0,0,19,"21.6","22.6","9.0","5.3",381,165,307,165,349,164,383,170,NA,"",NA,"",NA,"","Alex Oxlade-Chamberlain"
"316",NA,NA,92217,0,0,-2,2,1,4,"6.5","6.5",2,"Roberto","5.5",249,FALSE,"",NA,93,"92217.jpg","4.2","Firmino","4.9",FALSE,NA,"a",11,14,68,390063,14386,361686,19948,"0.6","7.3","Firmino",1303,5,3,5,18,0,0,0,1,0,0,9,279,"333.8","242.8","648.0","122.5",36,6,49,4,9,6,12,5,NA,"",NA,"",4,"","Roberto Firmino"
"317",0,0,97032,0,0,-2,2,0,2,"0.0","0.0",0,"Virgil","0.0",250,FALSE,"Knee injury - Unknown return date","2020-10-17T15:00:18.628318Z",63,"97032.jpg","3.0","van Dijk","7.0",FALSE,NA,"i",11,14,15,381532,180,1953079,2648,"0.0","2.4","van Dijk",370,1,0,1,11,0,0,0,1,0,0,1,73,"82.4","4.8","66.0","15.3",281,110,376,139,204,52,306,101,NA,"",NA,"",NA,"","Virgil van Dijk"
"318",100,100,110979,0,0,-1,1,1,3,"6.2","6.2",3,"Sadio","5.2",251,FALSE,"","2020-10-02T22:00:17.931191Z",119,"110979.jpg","5.4","Mané","8.1",FALSE,NA,"a",11,14,81,1261413,18136,1629652,11764,"0.4","6.8","Mané",1239,6,5,4,13,0,0,0,2,0,0,6,220,"361.4","284.0","684.0","133.2",26,8,30,22,5,3,9,6,NA,"",NA,"",3,"","Sadio Mané"
"319",100,100,116535,0,0,-1,1,1,1,"4.3","4.3",6,"Alisson","3.3",252,FALSE,"","2020-12-01T23:30:25.339700Z",59,"116535.jpg","4.0","Ramses Becker","6.7",FALSE,NA,"a",11,14,52,340147,5523,888696,5033,"0.6","8.8","Alisson",1170,0,0,4,11,0,1,0,1,0,27,3,232,"278.6","0.0","0.0","27.8",65,16,612,70,612,70,227,15,NA,"",NA,"",NA,"","Alisson Ramses Becker"
"320",100,100,116643,0,0,-1,1,0,3,"3.7","3.7",2,"Fabio Henrique","2.7",253,FALSE,"","2020-10-27T23:00:22.808680Z",54,"116643.jpg","2.5","Tavares","1.0",FALSE,NA,"a",11,14,35,95988,1293,150745,1724,"0.5","6.5","Fabinho",1202,0,1,5,16,0,0,0,2,0,0,2,229,"259.6","55.2","10.0","32.7",77,26,219,128,346,163,197,94,NA,"",4,"",NA,"","Fabio Henrique Tavares"
"321",100,100,118748,0,0,6,-6,3,3,"9.3","9.3",3,"Mohamed","8.3",254,TRUE,"","2020-11-13T15:30:16.171973Z",126,"118748.jpg","8.2","Salah","46.0",FALSE,NA,"a",11,14,123,3460736,45426,2506606,23332,"0.7","9.8","Salah",1258,13,4,4,19,0,0,0,0,0,0,13,376,"599.6","380.9","780.0","176.0",3,2,14,11,2,1,3,3,NA,"",2,"",2,"","Mohamed Salah"
"322",100,100,122798,0,0,3,-3,2,2,"6.7","6.7",9,"Andrew","5.7",255,TRUE,"","2020-12-01T23:30:25.355446Z",73,"122798.jpg","4.9","Robertson","22.9",FALSE,NA,"a",11,14,79,1823296,39866,1137925,22234,"0.8","10.8","Robertson",1440,1,5,5,20,0,0,0,0,0,0,11,380,"364.4","508.9","163.0","103.8",24,4,5,1,88,8,20,1,1,"",NA,"",NA,"","Andrew Robertson"
"323",NA,NA,152760,0,0,-3,3,0,4,"1.3","1.3",0,"Divock","0.3",256,FALSE,"",NA,52,"152760.jpg","1.0","Origi","0.6",FALSE,NA,"a",11,14,3,22630,299,78280,563,"0.1","0.6","Origi",8,0,0,0,0,0,0,0,0,0,0,0,9,"0.4","0.4","2.0","0.3",444,56,414,57,386,58,445,58,NA,"",NA,"",NA,"","Divock Origi"
"324",0,0,153682,0,0,-4,4,0,3,"0.0","0.0",0,"Harry","0.0",257,FALSE,"Joined Cardiff City on loan until the end of the season on 16/10. - Expected back 01 Jul","2020-10-16T21:30:11.702823Z",51,"153682.jpg","0.0","Wilson","0.0",FALSE,NA,"n",11,14,0,493,3,6027,6,"0.0","0.0","Harry Wilson",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",600,239,595,240,588,236,602,239,NA,"",NA,"",NA,"","Harry Wilson"
"325",NA,NA,157882,0,0,-5,5,0,3,"2.5","2.5",0,"Takumi","1.5",258,FALSE,"",NA,60,"157882.jpg","2.0","Minamino","0.2",FALSE,NA,"a",11,14,16,12101,237,35436,884,"0.2","2.7","Minamino",283,1,0,1,4,0,0,0,0,0,0,0,58,"58.8","14.0","95.0","16.7",316,137,337,171,164,90,292,139,NA,"",NA,"",NA,"","Takumi Minamino"
"326",100,100,169187,0,0,-3,3,0,2,"4.7","4.7",6,"Trent","3.7",259,FALSE,"","2020-11-08T18:30:19.053913Z",72,"169187.jpg","3.1","Alexander-Arnold","14.6",FALSE,NA,"a",11,14,43,597731,12656,3195696,10669,"0.5","6.0","Alexander-Arnold",1139,0,2,3,19,0,0,0,1,0,0,4,248,"237.6","396.5","142.0","77.5",99,37,11,3,109,16,42,5,2,"",1,"",NA,"","Trent Alexander-Arnold"
"327",0,0,171287,-1,1,-3,3,0,2,"0.0","0.0",0,"Joseph","0.0",260,FALSE,"Knee injury - Unknown return date","2020-11-12T11:30:20.318274Z",52,"171287.jpg","1.4","Gomez","1.2",FALSE,NA,"i",11,14,10,108972,48,367128,861,"0.0","1.9","Gomez",589,0,0,0,14,0,0,0,0,0,0,0,94,"106.8","18.1","0.0","12.5",252,97,323,112,591,218,324,113,NA,"",NA,"",NA,"","Joseph Gomez"
"328",25,25,175592,0,0,-3,3,0,3,"0.4","0.4",0,"Naby","0.7",261,FALSE,"Muscle injury - 25% chance of playing","2020-12-27T20:00:18.497759Z",52,"175592.jpg","1.7","Keita","0.2",FALSE,NA,"d",11,14,12,16461,9,78781,283,"0.1","2.3","Keita",394,0,0,2,7,0,0,0,0,0,0,0,60,"44.2","54.5","111.0","21.0",339,149,225,133,146,80,269,126,NA,"",NA,"",NA,"","Naby Keita"
"329",NA,NA,206915,0,0,-1,1,0,3,"3.0","3.0",3,"Curtis","2.0",263,FALSE,"",NA,44,"206915.jpg","1.8","Jones","1.7",FALSE,NA,"a",11,14,20,169247,6626,85021,6647,"0.5","4.5","Jones",668,0,0,3,8,0,0,0,1,0,0,0,88,"107.4","136.2","154.0","39.8",249,104,117,78,95,49,155,80,NA,"",NA,"",NA,"","Curtis Jones"
"330",NA,NA,215136,0,0,0,0,0,2,"2.0","2.0",0,"Neco","1.0",264,FALSE,"",NA,40,"215136.jpg","2.0","Williams","5.0",FALSE,NA,"a",11,14,8,362772,2724,310566,14536,"0.2","2.0","Neco Williams",171,0,0,1,0,0,0,0,1,0,0,0,32,"21.2","18.5","20.0","5.8",382,149,321,110,309,104,379,141,NA,"",NA,"",NA,"","Neco Williams"
"331",0,0,444884,0,0,-2,2,0,3,"0.0","0.0",0,"Harvey","0.0",265,FALSE,"Joined Blackburn Rovers on loan until the end of the season on 16/10. - Expected back 01 Jul","2020-10-16T21:30:11.725544Z",43,"444884.jpg","0.0","Elliott","0.1",FALSE,NA,"n",11,14,0,12152,42,18387,159,"0.0","0.0","Elliott",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",513,197,497,198,474,189,517,197,NA,"",NA,"",NA,"","Harvey Elliott"
"332",0,0,194634,0,0,2,-2,0,3,"0.0","0.0",0,"Diogo","0.2",468,FALSE,"Knee injury - Expected back 03 Feb","2020-12-11T13:00:27.287277Z",67,"194634.jpg","5.2","Jota","3.4",FALSE,NA,"i",11,14,47,2469160,320,2537385,16311,"0.0","7.0","Jota",499,5,0,1,11,0,0,0,0,0,0,7,138,"198.0","95.3","266.0","56.0",137,49,167,106,50,26,84,49,NA,"",NA,"",NA,"","Diogo Jota"
"333",100,0,61558,0,0,-3,3,0,3,"1.2","0.0",1,"Thiago","0.2",531,FALSE,"","2020-09-28T21:00:20.374299Z",57,"61558.jpg","1.3","Alcántara do Nascimento","0.8",FALSE,NA,"a",11,14,4,312111,4665,327970,967,"0.0","0.7","Thiago",152,0,0,0,2,0,0,0,0,0,0,0,26,"27.6","46.7","20.0","9.5",371,159,247,144,313,157,344,153,NA,"",NA,"",NA,"","Thiago Alcántara do Nascimento"
"334",NA,NA,200720,0,0,0,0,1,1,"2.2","2.2",0,"Caoimhin","1.2",560,FALSE,"",NA,45,"200720.jpg","7.0","Kelleher","0.1",FALSE,NA,"a",11,14,7,29611,99,22760,684,"0.3","1.6","Kelleher",90,0,0,1,0,0,0,0,0,0,3,0,26,"28.2","0.0","0.0","2.8",370,26,531,53,514,50,411,26,NA,"",NA,"",NA,"","Caoimhin Kelleher"
"335",NA,NA,197464,0,0,0,0,0,2,"1.8","1.8",5,"Nathaniel","0.8",589,FALSE,"",NA,40,"197464.jpg","3.0","Phillips","0.7",FALSE,NA,"a",11,14,9,106352,3740,62319,2874,"0.2","2.2","Phillips",270,0,0,1,2,0,0,0,1,0,0,0,48,"59.2","14.3","6.0","8.0",314,121,335,118,360,136,357,129,NA,"",NA,"",NA,"","Nathaniel Phillips"
"336",100,100,219937,0,0,0,0,0,2,"1.5","1.5",0,"Rhys","0.5",594,FALSE,"","2020-11-18T11:00:17.124630Z",40,"219937.jpg","1.5","Williams","0.4",FALSE,NA,"a",11,14,3,46634,3470,15277,2798,"0.1","0.8","Rhys Williams",120,0,0,0,2,0,0,0,0,0,0,0,17,"21.0","15.2","4.0","4.0",384,150,332,117,369,142,398,150,NA,"",NA,"",NA,"","Rhys Williams"
"337",NA,NA,233489,0,0,0,0,0,3,"1.0","1.0",0,"Leighton","0.0",601,FALSE,"",NA,45,"233489.jpg","0.0","Clarkson","0.0",FALSE,NA,"a",11,14,0,269,8,211,14,"0.0","0.0","Clarkson",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",551,214,539,215,522,208,554,214,NA,"",NA,"",NA,"","Leighton Clarkson"
"338",NA,NA,243343,0,0,0,0,0,3,"1.0","1.0",0,"Jake","0.0",607,FALSE,"",NA,45,"243343.jpg","0.0","Cain","0.0",FALSE,NA,"a",11,14,0,111,14,64,14,"0.0","0.0","Cain",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",552,215,540,216,523,209,555,215,NA,"",NA,"",NA,"","Jake Cain"
"339",100,100,27789,0,0,-1,1,0,2,"1.7","0.0",0,"Fernando","1.2",266,FALSE,"","2020-10-21T21:30:14.233293Z",54,"27789.jpg","1.7","Luiz Rosa","0.7",FALSE,NA,"a",12,43,12,47447,548,96089,596,"0.2","2.2","Fernandinho",322,0,0,1,2,0,0,0,1,0,0,0,65,"47.2","21.2","43.0","11.2",333,128,312,103,253,76,333,120,NA,"",NA,"",NA,"","Fernando Luiz Rosa"
"340",0,0,33148,0,0,0,0,0,1,"0.0","0.0",0,"Claudio","0.0",267,FALSE,"Contract expired","2020-08-18T13:59:17.226190Z",45,"33148.jpg","0.0","Bravo","0.0",FALSE,NA,"u",12,43,0,443,7,1649,12,"0.0","0.0","Bravo",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",535,66,519,46,501,43,538,66,NA,"",NA,"",NA,"","Claudio Bravo"
"341",100,100,37572,0,0,-2,2,0,4,"0.9","0.0",0,"Sergio","0.4",268,FALSE,"","2020-12-12T20:00:20.020951Z",103,"37572.jpg","1.2","Agüero","1.5",FALSE,NA,"a",12,43,5,262296,2303,444158,3153,"0.0","0.5","Agüero",136,0,0,1,1,0,0,0,0,0,0,0,17,"7.2","36.9","65.0","10.4",421,50,268,41,205,44,339,46,NA,"",NA,"",2,"","Sergio Agüero"
"342",0,0,57410,0,0,-1,1,0,2,"0.0","0.0",0,"Nicolás","0.0",269,FALSE,"Joined Benfica on a permanent deal on 29/9","2020-09-24T23:30:12.376512Z",49,"57410.jpg","0.0","Otamendi","0.2",FALSE,NA,"u",12,43,0,5364,0,43628,57,"0.0","0.0","Otamendi",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",590,217,582,217,572,213,593,217,NA,"",NA,"",NA,"","Nicolás Otamendi"
"343",0,0,58621,0,0,1,-1,2,2,"0.0","0.0",0,"Kyle","3.2",270,FALSE,"Illness - Unknown return date","2020-12-25T12:30:19.795915Z",61,"58621.jpg","4.6","Walker","6.7",FALSE,NA,"i",12,43,55,893996,382,876692,48959,"0.5","9.0","Walker",992,1,1,5,11,0,0,0,1,0,0,7,223,"195.0","105.1","72.0","37.1",142,59,156,33,195,49,171,45,NA,"",NA,"",NA,"","Kyle Walker"
"344",75,75,59859,0,0,-1,1,2,3,"4.4","0.0",0,"Ilkay","5.4",271,FALSE,"Knock - 75% chance of playing","2020-12-27T01:00:21.051895Z",54,"59859.jpg","4.0","Gündogan","0.4",FALSE,NA,"d",12,43,36,41861,1585,52092,2221,"1.0","6.7","Gündogan",660,2,0,4,3,0,0,0,0,0,0,6,145,"173.8","193.5","120.0","48.7",161,62,69,48,132,71,106,60,3,"",4,"",2,"","Ilkay Gündogan"
"345",100,100,61366,0,0,2,-2,1,3,"6.3","0.0",0,"Kevin","5.8",272,FALSE,"","2020-10-12T20:30:22.007151Z",117,"61366.jpg","5.2","De Bruyne","20.4",FALSE,NA,"a",12,43,68,3037480,9696,3481860,72484,"0.5","5.8","De Bruyne",1102,2,7,6,11,0,0,1,1,0,0,9,264,"378.8","612.6","477.0","147.0",20,7,3,3,16,8,5,4,1,"",1,"",1,"","Kevin De Bruyne"
"346",NA,NA,97299,0,0,-1,1,0,2,"6.1","0.0",0,"John","5.6",273,FALSE,"",NA,49,"97299.jpg","6.0","Stones","4.3",FALSE,NA,"a",12,43,36,359638,20408,80003,10764,"1.1","7.3","Stones",540,0,0,5,1,0,0,0,0,0,0,4,149,"123.8","21.5","16.0","16.2",221,85,310,101,324,117,298,98,NA,"",NA,"",NA,"","John Stones"
"347",100,100,102826,0,0,-1,1,1,2,"2.1","0.0",0,"Benjamin","1.6",274,FALSE,"","2020-10-17T22:30:19.749260Z",59,"102826.jpg","4.0","Mendy","1.7",FALSE,NA,"a",12,43,24,156893,1050,186933,4933,"0.3","4.1","Mendy",504,1,0,2,8,0,0,0,2,0,0,2,96,"72.8","40.2","35.0","14.6",294,114,257,69,271,87,310,104,NA,"",NA,"",NA,"","Benjamin Mendy"
"348",NA,NA,103025,0,0,-3,3,2,3,"2.1","0.0",0,"Riyad","1.6",275,FALSE,"",NA,82,"103025.jpg","5.3","Mahrez","4.8",FALSE,NA,"a",12,43,53,1427515,3726,1265031,34795,"0.2","6.5","Mahrez",764,4,1,5,9,0,0,0,0,0,0,6,183,"238.6","329.7","387.0","95.4",96,33,21,18,30,17,25,15,2,"",3,"",4,"","Riyad Mahrez"
"349",100,100,103955,0,0,-1,1,1,3,"7.9","0.0",0,"Raheem","7.4",276,FALSE,"","2020-11-15T19:00:21.318165Z",114,"103955.jpg","5.5","Sterling","4.2",FALSE,NA,"a",12,43,71,885613,10224,866646,14775,"0.6","6.2","Sterling",1089,4,4,6,10,0,0,0,1,0,0,9,190,"280.0","232.7","582.0","109.5",60,19,51,35,11,4,18,11,NA,"",2,"",6,"","Raheem Sterling"
"350",100,100,121145,0,0,1,-1,0,2,"6.1","0.0",0,"João Pedro Cavaco","5.6",277,FALSE,"","2020-09-21T22:00:11.898705Z",56,"121145.jpg","5.3","Cancelo","7.3",FALSE,NA,"a",12,43,53,722834,35600,267305,18771,"1.0","9.5","Cancelo",900,0,1,6,5,0,0,0,3,0,0,10,226,"205.4","306.5","106.0","61.9",129,51,23,5,148,27,66,10,NA,"",NA,"",NA,"","João Pedro Cavaco Cancelo"
"351",NA,NA,121160,0,0,0,0,0,1,"5.7","0.0",0,"Ederson","5.2",278,FALSE,"",NA,60,"121160.jpg","4.1","Santana de Moraes","5.9",FALSE,NA,"a",12,43,57,317023,4734,304399,10078,"0.9","9.5","Ederson",1260,0,0,7,12,0,0,0,1,0,25,1,254,"222.2","0.0","0.0","22.3",113,17,614,71,614,71,265,17,NA,"",NA,"",NA,"","Ederson Santana de Moraes"
"352",100,100,126184,0,0,-1,1,0,2,"2.1","0.0",0,"Nathan","1.6",279,FALSE,"","2020-11-12T11:30:20.363929Z",54,"126184.jpg","3.5","Aké","3.2",FALSE,NA,"a",12,43,21,259283,1038,564759,2241,"0.3","3.9","Aké",469,1,0,2,7,0,0,0,3,0,0,1,97,"108.0","35.5","23.0","16.6",247,94,272,79,301,98,294,96,NA,"",NA,"",NA,"","Nathan Aké"
"353",100,100,146941,0,0,0,0,0,2,"0.5","0.0",0,"Aymeric","0.0",280,FALSE,"","2020-12-19T17:30:20.863123Z",60,"146941.jpg","3.0","Laporte","2.5",FALSE,NA,"a",12,43,12,136492,1853,321071,2735,"0.0","2.0","Laporte",360,0,0,1,4,0,0,0,1,0,0,2,62,"58.6","26.5","12.0","9.7",318,123,294,91,338,126,343,124,NA,"",NA,"",NA,"","Aymeric Laporte"
"354",100,100,165809,0,0,-1,1,0,3,"1.7","0.0",0,"Bernardo Mota","1.2",281,FALSE,"","2020-09-08T22:30:12.089513Z",74,"165809.jpg","2.2","Veiga de Carvalho e Silva","0.5",FALSE,NA,"a",12,43,18,53272,609,81825,908,"0.2","2.4","Bernardo Silva",552,0,0,4,3,0,0,0,0,0,0,0,76,"59.0","84.4","79.0","22.4",315,136,178,114,186,101,264,125,NA,"",NA,"",NA,"","Bernardo Mota Veiga de Carvalho e Silva"
"355",0,0,205651,0,0,-4,4,0,4,"0.0","0.0",0,"Gabriel Fernando","1.2",282,FALSE,"Illness - Unknown return date","2020-12-25T12:30:19.809330Z",91,"205651.jpg","4.0","de Jesus","0.9",FALSE,NA,"i",12,43,28,345894,75,428029,2283,"0.1","3.1","Jesus",630,2,1,3,5,0,0,0,1,0,0,4,84,"118.0","115.2","193.0","42.7",227,28,145,22,73,31,148,29,NA,"",NA,"",5,"","Gabriel Fernando de Jesus"
"356",100,100,206325,0,0,0,0,0,2,"0.5","0.0",0,"Oleksandr","0.0",283,FALSE,"","2020-12-14T19:00:18.566129Z",55,"206325.jpg","1.0","Zinchenko","0.2",FALSE,NA,"a",12,43,1,6105,91,25943,98,"0.0","0.2","Zinchenko",12,0,0,0,0,0,0,0,0,0,0,0,3,"0.4","1.2","0.0","0.2",445,171,404,157,606,220,447,169,NA,"",NA,"",NA,"","Oleksandr Zinchenko"
"357",NA,NA,209244,0,0,-3,3,0,3,"1.1","0.0",0,"Phil","0.6",284,FALSE,"",NA,62,"209244.jpg","3.4","Foden","3.3",FALSE,NA,"a",12,43,34,933318,1775,1026897,9081,"0.1","5.5","Foden",502,2,2,1,6,0,0,0,0,0,0,2,117,"134.6","107.5","201.0","44.3",206,81,153,97,70,38,145,78,4,"",NA,"",NA,"","Phil Foden"
"358",NA,NA,220394,0,0,-1,1,0,3,"0.5","0.0",0,"Tommy","0.0",285,FALSE,"",NA,44,"220394.jpg","0.0","Doyle","0.1",FALSE,NA,"a",12,43,0,6440,59,8628,132,"0.0","0.0","Doyle",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",528,201,513,202,494,194,532,201,NA,"",NA,"",NA,"","Tommy Doyle"
"359",NA,NA,220566,0,0,-1,1,0,3,"2.7","0.0",0,"Rodrigo","2.2",286,FALSE,"",NA,54,"220566.jpg","2.0","Hernandez","0.5",FALSE,NA,"a",12,43,28,36197,447,50904,998,"0.4","5.2","Rodrigo",1181,0,0,5,12,0,0,0,3,0,0,0,191,"198.4","208.3","107.0","51.4",136,48,62,42,147,81,101,56,NA,"",NA,"",NA,"","Rodrigo Hernandez"
"360",NA,NA,224444,0,0,-1,1,0,3,"2.9","0.0",0,"Ferran","2.4",287,FALSE,"",NA,69,"224444.jpg","3.3","Torres","1.6",FALSE,NA,"a",12,43,33,233332,4256,208938,5342,"0.3","4.8","Torres",566,2,1,4,6,0,0,0,1,0,0,0,71,"108.2","88.2","259.0","45.3",246,102,173,110,51,27,135,73,NA,"",NA,"",NA,"","Ferran Torres"
"361",0,0,432656,-1,1,-3,3,0,2,"0.0","0.0",0,"Eric","0.0",288,FALSE,"Leg injury - Expected back 02 Jan","2020-12-09T23:30:20.029734Z",47,"432656.jpg","1.0","Garcia","0.2",FALSE,NA,"i",12,43,3,9801,15,23122,162,"0.0","0.6","Garcia",200,0,0,0,6,0,0,0,0,0,0,0,35,"37.0","22.7","1.0","6.0",353,136,306,98,393,151,376,140,NA,"",NA,"",NA,"","Eric Garcia"
"362",100,100,449926,0,0,0,0,0,3,"0.5","0.0",0,"Adrián","0.0",537,FALSE,"","2020-09-24T23:30:12.771005Z",45,"449926.jpg","0.0","Bernabé","0.0",FALSE,NA,"a",12,43,0,1094,17,963,18,"0.0","0.0","Bernabé",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",556,218,544,219,527,212,559,218,NA,"",NA,"",NA,"","Adrián Bernabé"
"363",NA,NA,164484,-1,1,-1,1,0,1,"0.5","0.0",0,"Zack","0.0",538,FALSE,"",NA,44,"164484.jpg","0.0","Steffen","0.0",FALSE,NA,"a",12,43,0,1062,70,1208,57,"0.0","0.0","Steffen",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",524,63,508,42,488,39,528,63,NA,"",NA,"",NA,"","Zack Steffen"
